,averages,scores
0,0.10000000149011612,0.10000000149011612
1,0.05000000074505806,0.0
2,0.033333333830038704,0.0
3,0.02500000037252903,0.0
4,0.020000000298023225,0.0
5,0.016666666915019352,0.0
6,0.014285714498588018,0.0
7,0.037500000558793545,0.20000000298023224
8,0.033333333830038704,0.0
9,0.030000000447034835,0.0
10,0.027272727679122578,0.0
11,0.02500000037252903,0.0
12,0.02307692342079603,0.0
13,0.021428571747882024,0.0
14,0.020000000298023225,0.0
15,0.018750000279396772,0.0
16,0.01764705908649108,0.0
17,0.016666666915019352,0.0
18,0.01578947391949202,0.0
19,0.015000000223517418,0.0
20,0.014285714498588018,0.0
21,0.013636363839561289,0.0
22,0.013043478455232538,0.0
23,0.012500000186264515,0.0
24,0.012000000178813934,0.0
25,0.011538461710398015,0.0
26,0.011111111276679568,0.0
27,0.014285714498588018,0.10000000149011612
28,0.01379310365380912,0.0
29,0.013333333532015483,0.0
30,0.012903225998724661,0.0
31,0.015312500239815563,0.09000000171363354
32,0.014848485081033274,0.0
33,0.014411764931591117,0.0
34,0.014000000219259944,0.0
35,0.016111111371881433,0.09000000171363354
36,0.01567567592939815,0.0
37,0.01526315814178241,0.0
38,0.014871795112505937,0.0
39,0.014500000234693288,0.0
40,0.014146341692383697,0.0
41,0.016190476449472562,0.10000000149011612
42,0.015813953741345296,0.0
43,0.015454545701769266,0.0
44,0.01511111135284106,0.0
45,0.019130435083871303,0.20000000298023224
46,0.018723404550171914,0.0
47,0.02020833365774403,0.09000000171363354
48,0.01979591868513701,0.0
49,0.019400000311434268,0.0
50,0.01901960814846497,0.0
51,0.018653846453302182,0.0
52,0.020000000326138623,0.09000000171363354
53,0.01962962994972865,0.0
54,0.019272727587006308,0.0
55,0.018928571737238338,0.0
56,0.01859649153132188,0.0
57,0.018275862366988742,0.0
58,0.017966101987887236,0.0
59,0.01916666698331634,0.09000000171363354
60,0.01885245932785214,0.0
61,0.018548387403209365,0.0
62,0.018253968555539374,0.0
63,0.01796875029685907,0.0
64,0.0176923079845997,0.0
65,0.017424242712105766,0.0
66,0.01865671672371786,0.10000000149011612
67,0.018382353242486715,0.0
68,0.019565217709843662,0.10000000149011612
69,0.01928571459970304,0.0
70,0.019014084816608632,0.0
71,0.02013888921485179,0.10000000149011612
72,0.019863014020127794,0.0
73,0.020945946283235744,0.10000000149011612
74,0.022000000352660816,0.10000000149011612
75,0.021710526663810015,0.0
76,0.021428571772072223,0.0
77,0.02115384649294309,0.0
78,0.022151899087844016,0.10000000149011612
79,0.021875000349245964,0.0
80,0.022716049748806307,0.09000000171363354
81,0.022439024751869645,0.0
82,0.022168675056063986,0.0
83,0.02309523846599318,0.10000000149011612
84,0.022823529778157964,0.0
85,0.02255813989701659,0.0
86,0.022298850932683068,0.0
87,0.022045454899357123,0.0
88,0.022921348681275763,0.10000000149011612
89,0.022666667029261588,0.0
90,0.022417582776192782,0.0
91,0.022173913398190685,0.0
92,0.021935484221866055,0.0
93,0.021702128006739818,0.0
94,0.021473684554037295,0.0
95,0.02125000033993274,0.0
96,0.021030928171479824,0.0
97,0.02081632686360758,0.0
98,0.020606060935692352,0.0
99,0.02040000032633543,0.0
100,0.02040000032633543,0.10000000149011612
101,0.02140000034123659,0.10000000149011612
102,0.02140000034123659,0.0
103,0.02140000034123659,0.0
104,0.02140000034123659,0.0
105,0.02140000034123659,0.0
106,0.02140000034123659,0.0
107,0.019400000311434268,0.0
108,0.019400000311434268,0.0
109,0.019400000311434268,0.0
110,0.019400000311434268,0.0
111,0.019400000311434268,0.0
112,0.019400000311434268,0.0
113,0.02040000032633543,0.10000000149011612
114,0.02040000032633543,0.0
115,0.02040000032633543,0.0
116,0.02040000032633543,0.0
117,0.02040000032633543,0.0
118,0.02040000032633543,0.0
119,0.02040000032633543,0.0
120,0.02040000032633543,0.0
121,0.02040000032633543,0.0
122,0.02140000034123659,0.10000000149011612
123,0.02140000034123659,0.0
124,0.02140000034123659,0.0
125,0.02140000034123659,0.0
126,0.022300000358372925,0.09000000171363354
127,0.021300000343471764,0.0
128,0.021300000343471764,0.0
129,0.021300000343471764,0.0
130,0.022300000358372925,0.10000000149011612
131,0.02240000035613775,0.10000000149011612
132,0.02240000035613775,0.0
133,0.02240000035613775,0.0
134,0.02240000035613775,0.0
135,0.02250000035390258,0.10000000149011612
136,0.02250000035390258,0.0
137,0.02250000035390258,0.0
138,0.02250000035390258,0.0
139,0.02250000035390258,0.0
140,0.02250000035390258,0.0
141,0.021500000339001415,0.0
142,0.021500000339001415,0.0
143,0.021500000339001415,0.0
144,0.021500000339001415,0.0
145,0.019500000309199093,0.0
146,0.019500000309199093,0.0
147,0.018600000292062758,0.0
148,0.018600000292062758,0.0
149,0.018600000292062758,0.0
150,0.019500000309199093,0.09000000171363354
151,0.020500000324100254,0.10000000149011612
152,0.01960000030696392,0.0
153,0.01960000030696392,0.0
154,0.01960000030696392,0.0
155,0.01960000030696392,0.0
156,0.01960000030696392,0.0
157,0.01960000030696392,0.0
158,0.01960000030696392,0.0
159,0.018700000289827587,0.0
160,0.018700000289827587,0.0
161,0.020600000321865083,0.19000000320374966
162,0.020600000321865083,0.0
163,0.020600000321865083,0.0
164,0.020600000321865083,0.0
165,0.020600000321865083,0.0
166,0.01960000030696392,0.0
167,0.01960000030696392,0.0
168,0.018600000292062758,0.0
169,0.01960000030696392,0.10000000149011612
170,0.01960000030696392,0.0
171,0.018600000292062758,0.0
172,0.018600000292062758,0.0
173,0.017600000277161597,0.0
174,0.016600000262260436,0.0
175,0.016600000262260436,0.0
176,0.016600000262260436,0.0
177,0.016600000262260436,0.0
178,0.015600000247359276,0.0
179,0.015600000247359276,0.0
180,0.014700000230222941,0.0
181,0.014700000230222941,0.0
182,0.014700000230222941,0.0
183,0.01370000021532178,0.0
184,0.01370000021532178,0.0
185,0.01370000021532178,0.0
186,0.01370000021532178,0.0
187,0.01370000021532178,0.0
188,0.012700000200420619,0.0
189,0.012700000200420619,0.0
190,0.01370000021532178,0.10000000149011612
191,0.014700000230222941,0.10000000149011612
192,0.014700000230222941,0.0
193,0.014700000230222941,0.0
194,0.014700000230222941,0.0
195,0.014700000230222941,0.0
196,0.0157000002451241,0.10000000149011612
197,0.0157000002451241,0.0
198,0.0157000002451241,0.0
199,0.0157000002451241,0.0
200,0.014700000230222941,0.0
201,0.01370000021532178,0.0
202,0.01370000021532178,0.0
203,0.01370000021532178,0.0
204,0.014700000230222941,0.10000000149011612
205,0.014700000230222941,0.0
206,0.014700000230222941,0.0
207,0.014700000230222941,0.0
208,0.014700000230222941,0.0
209,0.014700000230222941,0.0
210,0.014700000230222941,0.0
211,0.014700000230222941,0.0
212,0.014700000230222941,0.0
213,0.01370000021532178,0.0
214,0.01370000021532178,0.0
215,0.01370000021532178,0.0
216,0.01370000021532178,0.0
217,0.014700000230222941,0.10000000149011612
218,0.014700000230222941,0.0
219,0.014700000230222941,0.0
220,0.0157000002451241,0.10000000149011612
221,0.01670000026002526,0.10000000149011612
222,0.0157000002451241,0.0
223,0.016600000262260436,0.09000000171363354
224,0.016600000262260436,0.0
225,0.016600000262260436,0.0
226,0.0157000002451241,0.0
227,0.0157000002451241,0.0
228,0.0157000002451241,0.0
229,0.0157000002451241,0.0
230,0.014700000230222941,0.0
231,0.01370000021532178,0.0
232,0.014700000230222941,0.10000000149011612
233,0.0157000002451241,0.10000000149011612
234,0.0157000002451241,0.0
235,0.014700000230222941,0.0
236,0.014700000230222941,0.0
237,0.014700000230222941,0.0
238,0.014700000230222941,0.0
239,0.0157000002451241,0.10000000149011612
240,0.0157000002451241,0.0
241,0.0157000002451241,0.0
242,0.0157000002451241,0.0
243,0.0157000002451241,0.0
244,0.0157000002451241,0.0
245,0.0157000002451241,0.0
246,0.01670000026002526,0.10000000149011612
247,0.01670000026002526,0.0
248,0.018600000292062758,0.19000000320374966
249,0.018600000292062758,0.0
250,0.018700000289827587,0.10000000149011612
251,0.017700000274926422,0.0
252,0.017700000274926422,0.0
253,0.017700000274926422,0.0
254,0.017700000274926422,0.0
255,0.017700000274926422,0.0
256,0.017700000274926422,0.0
257,0.017700000274926422,0.0
258,0.017700000274926422,0.0
259,0.017700000274926422,0.0
260,0.017700000274926422,0.0
261,0.015800000242888926,0.0
262,0.015800000242888926,0.0
263,0.015800000242888926,0.0
264,0.015800000242888926,0.0
265,0.015800000242888926,0.0
266,0.015800000242888926,0.0
267,0.015800000242888926,0.0
268,0.015800000242888926,0.0
269,0.014800000227987766,0.0
270,0.014800000227987766,0.0
271,0.014800000227987766,0.0
272,0.014800000227987766,0.0
273,0.014800000227987766,0.0
274,0.014800000227987766,0.0
275,0.0157000002451241,0.09000000171363354
276,0.0157000002451241,0.0
277,0.0157000002451241,0.0
278,0.0157000002451241,0.0
279,0.0157000002451241,0.0
280,0.0157000002451241,0.0
281,0.0157000002451241,0.0
282,0.0157000002451241,0.0
283,0.0157000002451241,0.0
284,0.0157000002451241,0.0
285,0.0157000002451241,0.0
286,0.01670000026002526,0.10000000149011612
287,0.017600000277161597,0.09000000171363354
288,0.017600000277161597,0.0
289,0.017600000277161597,0.0
290,0.016600000262260436,0.0
291,0.015600000247359276,0.0
292,0.015600000247359276,0.0
293,0.015600000247359276,0.0
294,0.01650000026449561,0.09000000171363354
295,0.01650000026449561,0.0
296,0.01550000024959445,0.0
297,0.016400000266730785,0.09000000171363354
298,0.016400000266730785,0.0
299,0.016400000266730785,0.0
300,0.016400000266730785,0.0
301,0.017400000281631946,0.10000000149011612
302,0.017400000281631946,0.0
303,0.017400000281631946,0.0
304,0.016400000266730785,0.0
305,0.016400000266730785,0.0
306,0.016400000266730785,0.0
307,0.016400000266730785,0.0
308,0.016400000266730785,0.0
309,0.01730000028386712,0.09000000171363354
310,0.01730000028386712,0.0
311,0.01730000028386712,0.0
312,0.01730000028386712,0.0
313,0.01730000028386712,0.0
314,0.01730000028386712,0.0
315,0.01730000028386712,0.0
316,0.01730000028386712,0.0
317,0.01630000026896596,0.0
318,0.01630000026896596,0.0
319,0.01630000026896596,0.0
320,0.015300000254064798,0.0
321,0.014300000239163637,0.0
322,0.015300000254064798,0.10000000149011612
323,0.014400000236928463,0.0
324,0.014400000236928463,0.0
325,0.014400000236928463,0.0
326,0.014400000236928463,0.0
327,0.014400000236928463,0.0
328,0.014400000236928463,0.0
329,0.014400000236928463,0.0
330,0.015400000251829624,0.10000000149011612
331,0.015400000251829624,0.0
332,0.014400000236928463,0.0
333,0.014300000239163637,0.09000000171363354
334,0.014300000239163637,0.0
335,0.014300000239163637,0.0
336,0.014300000239163637,0.0
337,0.014300000239163637,0.0
338,0.014300000239163637,0.0
339,0.013300000224262476,0.0
340,0.013300000224262476,0.0
341,0.013300000224262476,0.0
342,0.013300000224262476,0.0
343,0.013300000224262476,0.0
344,0.014300000239163637,0.10000000149011612
345,0.015300000254064798,0.10000000149011612
346,0.015200000256299973,0.09000000171363354
347,0.015200000256299973,0.0
348,0.013300000224262476,0.0
349,0.013300000224262476,0.0
350,0.013300000224262476,0.10000000149011612
351,0.013300000224262476,0.0
352,0.013300000224262476,0.0
353,0.014300000239163637,0.10000000149011612
354,0.014300000239163637,0.0
355,0.014300000239163637,0.0
356,0.014300000239163637,0.0
357,0.014300000239163637,0.0
358,0.014300000239163637,0.0
359,0.015300000254064798,0.10000000149011612
360,0.015300000254064798,0.0
361,0.015300000254064798,0.0
362,0.015300000254064798,0.0
363,0.01630000026896596,0.10000000149011612
364,0.01630000026896596,0.0
365,0.01630000026896596,0.0
366,0.01630000026896596,0.0
367,0.01630000026896596,0.0
368,0.01730000028386712,0.10000000149011612
369,0.01730000028386712,0.0
370,0.01730000028386712,0.0
371,0.01730000028386712,0.0
372,0.01730000028386712,0.0
373,0.01730000028386712,0.0
374,0.01730000028386712,0.0
375,0.016400000266730785,0.0
376,0.016400000266730785,0.0
377,0.017400000281631946,0.10000000149011612
378,0.017400000281631946,0.0
379,0.017400000281631946,0.0
380,0.017400000281631946,0.0
381,0.017400000281631946,0.0
382,0.017400000281631946,0.0
383,0.018400000296533107,0.10000000149011612
384,0.018400000296533107,0.0
385,0.018400000296533107,0.0
386,0.017400000281631946,0.0
387,0.01650000026449561,0.0
388,0.01650000026449561,0.0
389,0.01750000027939677,0.10000000149011612
390,0.01750000027939677,0.0
391,0.01750000027939677,0.0
392,0.01750000027939677,0.0
393,0.018500000294297932,0.10000000149011612
394,0.017600000277161597,0.0
395,0.017600000277161597,0.0
396,0.017600000277161597,0.0
397,0.01670000026002526,0.0
398,0.01670000026002526,0.0
399,0.01670000026002526,0.0
400,0.01670000026002526,0.0
401,0.0157000002451241,0.0
402,0.0157000002451241,0.0
403,0.01670000026002526,0.10000000149011612
404,0.01670000026002526,0.0
405,0.01670000026002526,0.0
406,0.01670000026002526,0.0
407,0.017700000274926422,0.10000000149011612
408,0.017700000274926422,0.0
409,0.01680000025779009,0.0
410,0.01680000025779009,0.0
411,0.01680000025779009,0.0
412,0.01680000025779009,0.0
413,0.01680000025779009,0.0
414,0.01680000025779009,0.0
415,0.01780000027269125,0.10000000149011612
416,0.018800000287592412,0.10000000149011612
417,0.018800000287592412,0.0
418,0.018800000287592412,0.0
419,0.018800000287592412,0.0
420,0.018800000287592412,0.0
421,0.018800000287592412,0.0
422,0.01780000027269125,0.0
423,0.01780000027269125,0.0
424,0.01780000027269125,0.0
425,0.01780000027269125,0.0
426,0.01780000027269125,0.0
427,0.01780000027269125,0.0
428,0.01780000027269125,0.0
429,0.01780000027269125,0.0
430,0.01680000025779009,0.0
431,0.01680000025779009,0.0
432,0.01680000025779009,0.0
433,0.01680000025779009,0.09000000171363354
434,0.01680000025779009,0.0
435,0.01680000025779009,0.0
436,0.01680000025779009,0.0
437,0.01680000025779009,0.0
438,0.01680000025779009,0.0
439,0.01680000025779009,0.0
440,0.01680000025779009,0.0
441,0.01680000025779009,0.0
442,0.01680000025779009,0.0
443,0.01780000027269125,0.10000000149011612
444,0.01680000025779009,0.0
445,0.01670000026002526,0.09000000171363354
446,0.015800000242888926,0.0
447,0.015800000242888926,0.0
448,0.015800000242888926,0.0
449,0.015800000242888926,0.0
450,0.014800000227987766,0.0
451,0.014800000227987766,0.0
452,0.0157000002451241,0.09000000171363354
